#Name   q    Err_down    Err_up
rs0981      7.42504     0.228866     0.196171
rs0984      7.35965     0.261561     0.130780
rs0985      7.42504     0.294256     0.326951
rs0983      7.49043     0.196170     0.392341
rs0790      7.32695     0.130780     0.196171
rs0793      7.22887     0.196170     0.294256
rs1342      7.68660     0.326951     0.915463
rs0873      7.65390     0.425036     0.457731
rs0910      8.07894     0.751987     0.490427
rs0909      7.22887     0.196170     0.196171
rs0933      7.00000      0.00000    0.0980854
rs0935      7.35965     0.130781     0.196170
rs0936      7.32695     0.130780     0.196171
rs1345      8.60206      1.43858      0.00000
rs0954      7.00000      0.00000     0.490427
rs1348      7.22887     0.228866     0.196171
rs0957      7.71929     0.228866     0.130781
rs0950      7.52312     0.196171     0.326951
rs0946      8.60206      1.07894      0.00000
rs0941      7.22887     0.196170     0.196171
rs1346      7.29426     0.130781     0.130780
rs0979      8.60206     0.980853      0.00000
rs0980      7.85007     0.523122     0.425036
rs1353      7.00000      0.00000      1.56937
rs1350      7.00000      0.00000     0.817378
rs1351      7.00000      0.00000     0.457731
rs1349      7.00000      0.00000     0.359646
rs0960      7.29426    0.0980854     0.163475
rs0982      7.39234     0.130780    0.0980854
rs0833      7.78468     0.228866     0.784683
rs0831      7.19617     0.163476     0.261560
rs0818      7.35965     0.196171     0.163476
rs0822      7.55582    0.0980854     0.228866
rs0821      7.88277     0.228866     0.326951
rs0823      7.65390     0.555817     0.228866
rs0816      7.55582    0.0980854     0.196171
rs0814      8.30780     0.130780     0.228866
rs0815      7.29426     0.196171     0.163475
rs0820      7.39234    0.0980849     0.196171
rs0805      7.85007     0.130781     0.196171
rs1518      7.58851     0.359646     0.196171
rs1000      7.39234     0.261561     0.261561
rs1002      7.22887     0.196170     0.326951
rs1033      8.60206      1.60206     -1.60206
rs1034      7.35965     0.261561     0.196170
rs1074      7.35965     0.196171     0.163476
rs1081      7.13078     0.130780     0.163476
rs1109      7.00000      0.00000     0.850073
rs1110      7.16348     0.163476     0.196171
rs1111      7.00000      0.00000     0.490427
rs1114      7.03270    0.0326953     0.196170
rs1116      7.91546     0.359646     0.653903
rs1134      7.00000      0.00000     0.457731
rs1159      7.29426     0.228866     0.130780
rs1163      7.00000      0.00000     0.326951
rs1175      7.35965     0.196171     0.392341
rs1202      7.09809    0.0980854     0.163476
rs1036      7.16348     0.163476    0.0653901
rs1260      8.60206     0.948158      0.00000
rs1261      7.68660     0.326951     0.555817
rs1472      7.29426     0.228866     0.294256
rs1473      7.52312     0.294256     0.392341
rs0989      7.78468     0.392342     0.457732
rs1355      7.00000      0.00000     0.457731
rs0991      7.32695     0.294256     0.228866
rs0997      7.13078     0.130780     0.196171
rs0998      7.62121     0.130781     0.163476
rs1015      7.49043    0.0980854     0.163476
rs1026      7.32695    0.0980854     0.228866
rs1038      7.26156     0.228866     0.130780
rs1437      8.50397      1.07894    0.0980854
rs1491      7.75199     0.686597     0.850073
rs1449      7.09809    0.0653901     0.228866
rs0988      7.71929     0.653902     0.850073
rs1119      7.26156     0.196171     0.163476
rs1121      7.03270    0.0326953     0.196170
rs1122      7.00000      0.00000     0.392341
rs1004      8.37319     0.686597     0.228866
rs1005      8.60206     0.621207      0.00000
rs1010      8.60206     0.817378      0.00000
rs1075      7.39234     0.261561      1.17702
rs1093      8.60206     0.621207      0.00000
rs1178      7.35965     0.196171     0.196170
rs1297      7.55582     0.228866     0.425036
rs1446      7.00000      0.00000    0.0980854
rs1086      7.00000      0.00000     0.359646
rs0996      7.06539    0.0326948     0.228866
rs1001      7.78468     0.457732     0.326951
rs1117      7.00000      0.00000     0.555817
rs1185      7.49043     0.294256     0.326951
rs1003      8.60206     0.751987      0.00000
rs1394      7.00000      0.00000     0.523122
rf0058      7.22887     0.196170     0.326951
rf0526      7.58851     0.130781     0.163476
rf0024      7.16348     0.163476     0.196171
rs1054      7.42504    0.0980854     0.228866
rs1219      7.68660     0.326951     0.915463
rs1245      7.16348     0.130780     0.130781
rf0530      7.75199     0.294256     0.196171
rs1025      8.60206     0.621207      0.00000
rf0053      7.49043     0.163476     0.163476
rf0051      7.39234    0.0653901     0.228866
rs1264      7.49043     0.163476     0.163476
rs1143      7.22887     0.130780     0.196171
rs1361      7.39234     0.163476     0.196171
rs1398      7.52312     0.261561     0.196170
rs1399      7.45773     0.228866     0.425036
rs1409      7.00000      0.00000     0.294256
rs1291      7.32695     0.228866     0.228866
rf0022      7.42504     0.294256     0.196171
rs1259      7.75199     0.294256     0.294256
rs1018      7.00000      0.00000     0.490427
rs1028      7.22887     0.163476     0.359646
rs1031      7.26156     0.228866     0.326951
rs1032      7.35965     0.163476     0.163476
rs1062      7.71929     0.326951     0.817378
rs1063      7.81738     0.228866    0.0653901
rs1064      7.03270    0.0326953     0.261561
rs1068      7.22887     0.196170     0.294256
rs1084      7.22887     0.196170     0.261561
rs1157      7.00000      0.00000     0.523122
rs1162      7.00000      0.00000     0.653902
rs1395      7.09809    0.0980854     0.621207
rs1211      8.60206     0.686597      0.00000
rs1364      7.00000      0.00000     0.457731
rs1217      8.01355     0.621207     0.523122
rs1218      8.60206     0.457731      0.00000
rs1221      7.29426     0.163476     0.163475
rs1366      7.52312     0.261561     0.490426
rs1223      7.00000      0.00000     0.490427
rs1230      8.53667     0.457731    0.0653906
rs1371      7.19617     0.163476     0.294256
rs1373      7.49043     0.261561     0.359646
rs1235      7.06539    0.0653901     0.523122
rs1377      8.30780     0.523121     0.294256
rs1385      7.16348     0.163476     0.261561
rs1396      7.42504    0.0980854     0.163476
rs1397      7.19617    0.0980854     0.163476
rs1401      7.39234    0.0980849     0.130781
rs1257      7.52312     0.196171     0.196170
rs1262      7.22887     0.196170     0.163476
rs1293      7.35965     0.261561    0.0980849
rs1298      7.35965     0.294256     0.392341
rs1303      7.19617     0.163476     0.294256
rs1305      8.17702     0.326951     0.261560
rs1310      7.26156     0.228866     0.261561
rs1393      7.03270    0.0326953     0.196170
rf0006      7.22887     0.196170     0.228866
rf0010      7.35965     0.130781     0.130780
rf0012      7.19617     0.130781     0.163476
rf0013      7.52312     0.392342     0.228866
rf0014      7.13078    0.0980849     0.163476
rf0015      7.68660     0.294256     0.915463
rs1106      7.19617     0.196171    0.0326948
rs1108      7.00000      0.00000     0.228866
rs1112      7.00000      0.00000    0.0980854
rs1126      7.71929     0.621207     0.686597
rs1029      7.26156     0.196171     0.359646
rs1030      7.16348    0.0653901     0.130781
rs1035      7.68660     0.326951     0.196170
rs1040      7.19617     0.163476     0.196170
rs1047      7.16348     0.163476     0.130781
rs1050      7.00000      0.00000     0.457731
rs1052      7.13078     0.130780     0.196171
rs1055      7.29426     0.228866     0.228866
rs1057      8.27511     0.555817     0.326951
rs1065      7.26156     0.196171     0.326951
rs1072      7.13078     0.130780     0.228866
rs1382      7.35965     0.130781     0.163476
rs1149      7.00000      0.00000     0.294256
rs1150      7.00000      0.00000    0.0980854
rs1165      7.22887     0.130780     0.196171
rs1278      7.19617     0.196171     0.555817
rs1405      7.19617     0.163476     0.130780
rs1267      8.01355     0.392341     0.588512
rf0150      7.71929     0.261561     0.882768
rs1270      7.52312     0.163476     0.457731
rf0049      7.22887     0.130780     0.196171
rs1271      7.32695     0.163476     0.130780
rf0573      7.49043     0.228866     0.326951
rf0129      7.13078     0.130780     0.163476
rs1152      8.60206     0.653902      0.00000
rs1168      8.11163      1.04624     0.490427
rs1187      7.00000      0.00000    0.0980854
rf0540      7.68660     0.294256     0.915463
rs1378      7.13078     0.130780     0.163476
rs1387      7.00000      0.00000     0.326951
rs1302      7.32695     0.130780     0.196171
rs0995      7.49043     0.228866     0.457732
rs1391      7.00000      0.00000    0.0653901
rf0136      7.49043     0.261561     0.621207
rs1006      7.75199     0.326951     0.621207
rs1017      7.35965    0.0653901     0.261561
rf0048      7.35965     0.261561     0.228866
rs1268      7.00000      0.00000    0.0326953
rf0554      7.52312    0.0980854     0.196170
rs1266      7.88277     0.425036     0.326951
rf0042      7.52312     0.196171     0.228866
rf0037      7.52312     0.392342     0.261561
rf0108      7.35965    0.0980854     0.130780
rf0527      7.35965    0.0653901     0.228866
rf0109      7.26156     0.196171     0.196170
rs1169      7.39234     0.294256     0.261561
rs1183      7.22887     0.196170     0.261561
rs1384      7.00000      0.00000     0.490427
rs1383      7.42504     0.294256     0.196171
rs1248      7.71929     0.294256     0.751988
rs1191      7.39234     0.196170     0.294256
rf0099      7.22887     0.196170     0.196171
rf0549      7.39234     0.130780     0.228866
rf0076      7.26156     0.196171     0.163476
rs1272      7.00000      0.00000     0.294256
rf0561      7.22887    0.0980854     0.130781
rf0041      8.60206      1.60206     -1.60206
rs1265      7.32695     0.228866     0.294256
rs1123      8.60206     0.653902      0.00000
rs1132      7.32695    0.0980854     0.163476
rf0062      7.71929     0.621207     0.425037
rs1023      7.49043     0.359646     0.392341
rf0564      7.13078     0.130780     0.228866
rf0065      7.19617     0.130781     0.163476
rf0102      8.60206      1.11163      0.00000
rf0531      7.55582    0.0980854     0.228866
rs1087      7.13078     0.130780     0.163476
rs1103      7.98085     0.228866     0.490427
rs1105      7.29426     0.228866     0.163475
rf0023      7.26156     0.130781     0.130780
rf0111      7.35965     0.261561     0.196170
rs1128      7.58851     0.228866     0.196171
rs1129      7.00000      0.00000     0.392341
rs1142      7.19617     0.163476     0.163476
rs1145      7.19617     0.163476     0.261560
rs1151      7.06539    0.0653901     0.196171
rs1156      7.32695     0.261561     0.196171
rf0517      7.29426    0.0980854     0.163475
rf0524      7.06539    0.0653901     0.163476
rs1210      7.26156     0.196171     0.228866
rf0518      7.32695     0.130780     0.326951
rs1224      7.03270    0.0326953     0.228866
rs1386      7.35965     0.228866     0.294256
rs1375      7.85007    0.0980854     0.228866
rs1381      7.52312    0.0980854     0.196170
rs1250      8.34050     0.588512     0.228866
rf0125      7.98085     0.326951     0.621207
rs1277      7.32695     0.261561     0.392341
rf0126      7.58851     0.490427     0.228866
rf0128      7.13078     0.130780     0.196171
rf0026      7.45773    0.0980849     0.196171
rs1020      7.16348    0.0653901      1.43858
rs1102      7.00000      0.00000     0.490427
rs1118      7.85007     0.261561     0.686597
rs1131      7.71929     0.359646     0.882768
rs1138      7.13078     0.130780     0.228866
rs1188      7.42504    0.0653901     0.163476
rs1192      7.16348    0.0980854     0.228866
rf0118      7.13078    0.0980849     0.163476
rs1372      7.00000      0.00000      1.56937
rs1016      7.65390     0.490427     0.621207
rf0079      7.19617     0.163476     0.196170
rf0084      7.16348     0.163476     0.294256
rs1060      7.88277     0.196170     0.228866
rf0537      7.32695     0.130780    0.0980854
rf0148      8.56937     0.784683    0.0326948
rs1229      7.00000      0.00000     0.490427
rf0162      7.39234    0.0653901     0.261561
rf0060      7.26156     0.228866     0.196170
rs1236      7.16348     0.163476     0.196171
rf0077      7.39234     0.228866     0.457732
rf0072      7.91546     0.130780     0.228866
rf0083      7.22887     0.196170     0.130781
rf0532      7.52312     0.130781     0.163476
rf0064      7.45773    0.0980849     0.163476
rf0092      7.71929     0.261561     0.882768
rs1082      7.39234     0.359646     0.163476
rs1083      7.45773     0.228866     0.425036
rf0017      7.26156     0.196171     0.130780
rf0045      7.35965     0.130781     0.163476
rf0138      7.00000      0.00000     0.490427
rf0055      7.68660     0.425036     0.719292
rf0547      7.68660    0.0980854     0.261561
rf0207      7.35965     0.261561     0.196170
rf0550      7.39234    0.0653901     0.261561
rf0528      7.39234    0.0653901     0.163476
rf0225      7.62121     0.130781     0.163476
rf0534      7.39234    0.0653901     0.228866
rf0143      7.22887     0.163476     0.359646
rf0007      7.65390     0.490427     0.228866
rf0576      7.00000      0.00000     0.490427
rf0551      7.29426     0.130781     0.130780
rf0061      7.16348     0.163476     0.523122
rf0553      7.68660     0.326951     0.457732
rf0104      7.39234     0.163476     0.490427
rf0107      7.35965     0.163476     0.163476
rf0043      8.30780     0.523121     0.294256
rs1059      8.11163     0.555817     0.457732
rf0105      7.29426    0.0980854     0.196170
rs1070      7.81738     0.457731     0.294256
rf0132      7.45773     0.425036     0.294256
rs1076      7.06539    0.0653901     0.163476
rs1080      7.22887     0.196170     0.196171
rf0133      7.91546     0.457732     0.555817
rf0113      7.71929     0.457731     0.850073
rf0040      7.39234     0.294256     0.294256
rs1125      7.16348     0.163476     0.228866
rf0520      7.29426     0.130781    0.0980849
rs1135      7.22887     0.196170     0.196171
rs1137      7.22887     0.163476     0.261561
rf0294      7.35965     0.294256     0.425036
rs1359      7.52312     0.196171     0.228866
rf0543      7.39234     0.130780     0.261561
rs1406      7.00000      0.00000     0.457731
rs1154      7.22887     0.196170     0.163476
rf0016      7.65390     0.326951     0.392342
rf0516      7.78468     0.294256     0.294256
rs1164      7.42504    0.0980854     0.130780
rs1170      7.13078     0.130780     0.196171
rs1171      7.26156     0.196171     0.228866
rs1172      7.39234    0.0653901     0.326951
rf0068      7.22887     0.130780     0.228866
rs1177      7.39234     0.196170     0.228866
rs1179      7.22887     0.163476    0.0980854
rs1182      7.19617     0.163476     0.228866
rs1184      7.42504     0.261561     0.228866
rs1388      7.13078    0.0980849     0.130781
rs1190      7.68660     0.294256     0.490427
rs1197      7.62121     0.425036     0.523122
rs1198      7.85007     0.457732     0.294256
rs1200      7.35965     0.163476     0.163476
rs1362      7.26156     0.228866     0.163476
rf0070      7.75199     0.294256     0.392342
rs1205      8.01355     0.359646     0.588512
rs1207      8.60206     0.653902      0.00000
rs1208      7.19617     0.163476     0.163476
rs1209      7.35965     0.228866     0.196170
rs1212      7.22887     0.130780     0.523122
rs1213      7.19617     0.163476     0.294256
rs1214      7.00000      0.00000     0.490427
rf0011      7.22887     0.196170     0.228866
rs1220      7.42504     0.326951     0.457731
rs1222      7.22887     0.196170     0.294256
rf0555      7.71929     0.196170     0.163476
rf0036      7.35965     0.130781     0.163476
rs1226      7.00000      0.00000     0.425036
rs1370      7.16348    0.0980854     0.196171
rf0117      7.13078     0.130780     0.163476
rf0121      7.75199     0.228866     0.326951
rf0621      7.68660     0.196171     0.130780
rs1389      7.55582     0.228866     0.228866
rf0579      7.42504    0.0980854     0.130780
rs1403      7.32695     0.228866     0.326951
rs1404      7.00000      0.00000     0.523122
rs1283      7.39234     0.196170     0.228866
rs1296      7.58851    0.0980854     0.196171
rf0134      7.22887     0.196170     0.228866
rs1091      7.52312     0.261561     0.326951
rf0246      8.04624     0.163476     0.326951
rf0127      7.52312     0.425036     0.130780
rf0317      7.22887     0.163476     0.196171
rf0073      7.75199     0.196171     0.359646
rf0577      7.39234     0.228866     0.326951
rf0533      7.29426     0.196171     0.490427
rf0028      7.35965     0.294256     0.392341
rf0029      7.35965     0.261561     0.359646
rf0030      7.22887     0.196170     0.196171
rf0031      7.65390     0.425036     0.457731
rf0032      7.09809    0.0980854     0.228866
rf0033      7.35965     0.294256     0.457731
rf0536      7.39234     0.196170     0.588512
rf0034      7.32695    0.0653901     0.163476
rf0539      7.22887     0.130780     0.163476
rf0574      7.39234    0.0653901     0.261561
rs1254      7.81738     0.392341     0.588512
rs1092      7.39234     0.228866     0.392342
rs1098      7.32695     0.261561     0.228866
rs1100      7.35965     0.261561     0.196170
rs1104      7.09809    0.0980854     0.163476
rf0158      7.35965     0.294256     0.326951
rs1124      7.19617     0.163476     0.163476
rs1147      7.13078    0.0653901     0.196171
rs1079      8.24241     0.555817     0.359646
rs1195      7.16348     0.163476     0.523122
rf0071      7.68660     0.621207     0.850072
rf0119      7.19617     0.163476     0.163476
rf0123      7.29426     0.163476     0.163475
rs1294      7.42504     0.294256     0.425036
rs1292      7.13078     0.130780     0.326951
rs1290      7.45773    0.0980849     0.359646
rs1289      7.35965     0.196171     0.196170
rs1286      7.71929     0.686597     0.359646
rf0620      7.29426     0.130781     0.130780
rs1284      7.75199     0.228866     0.163476
rf0074      7.39234     0.294256     0.294256
rs1408      7.09809    0.0980854     0.196171
rs1043      7.00000      0.00000     0.490427
rf0545      7.00000      0.00000     0.555817
rs1053      8.30780     0.850073     0.294256
rs1048      7.81738     0.261561     0.784683
rf0623      7.22887     0.130780     0.130781
rs1046      7.75199     0.261561     0.523122
rs1045      7.06539    0.0653901     0.196171
rs1021      7.26156     0.228866     0.228866
rs1014      8.24241     0.719293     0.359646
rf0616      7.22887     0.196170     0.228866
rs1011      7.26156     0.228866     0.294256
rf0582      7.16348    0.0980854     0.130781
rf0164      7.71929     0.392341     0.457732
rf0249      8.30780     0.751987     0.294256
rf0250      7.94816     0.228866     0.392342
rf0326      7.35965     0.163476     0.228866
rf0684      7.78468     0.294256     0.457732
rf0340      7.29426     0.196171     0.130780
rf0612      7.42504    0.0653901     0.228866
rf0221      7.85007     0.326951     0.719293
rf0283      7.71929     0.294256     0.719292
rf0229      7.22887     0.196170     0.228866
rf0241      8.04624     0.130781     0.228866
rf0263      7.35965     0.196171     0.326951
rf0264      7.39234     0.294256     0.163476
rf0295      7.39234     0.294256     0.163476
rf0315      7.29426     0.228866    0.0653901
rf0316      7.00000      0.00000     0.490427
rs1304      7.68660     0.196171    0.0980854
rf0303      7.13078     0.130780     0.163476
rs1301      7.49043     0.392341     0.359646
rs1282      7.49043     0.294256     0.261561
rs1299      7.32695    0.0653901     0.228866
rf0314      7.45773     0.326951     0.392342
rf0318      7.00000      0.00000     0.817378
rf0267      7.13078     0.130780     0.163476
rf0166      7.78468     0.523122     0.359646
rf0319      8.60206     0.457731      0.00000
rs1258      7.19617     0.163476     0.228866
rs1281      7.39234     0.163476     0.196171
rf0333      8.60206     0.326951      0.00000
rf0223      7.71929     0.392341     0.359646
rf0259      7.19617     0.196171     0.261560
rf0227      7.16348     0.163476     0.261561
rf0338      7.00000      0.00000     0.425036
rf0279      7.22887     0.163476     0.294256
rf0234      7.35965     0.294256     0.228866
rf0580      7.32695     0.163476     0.196171
rf0157      7.68660     0.196171     0.163476
rf0167      7.75199     0.359646     0.425036
rf0237      7.75199     0.490427     0.850073
rf0586      7.45773     0.228866     0.719293
rf0284      7.62121     0.294256     0.653902
rf0236      7.13078    0.0980849     0.196171
rf0169      7.29426     0.228866     0.130780
rf0171      8.01355     0.359646     0.588512
rf0173      8.30780     0.425036     0.294256
rf0238      7.09809    0.0980854     0.130780
rf0638      7.09809    0.0980854     0.163476
rf0175      7.19617     0.196171     0.261560
rf0587      7.26156     0.163476     0.163476
rf0328      7.22887     0.196170     0.228866
rf0176      7.39234     0.261561     0.163476
rf0291      7.19617     0.196171     0.261560
rf0177      7.19617     0.163476     0.294256
rf0292      7.35965     0.326951     0.294256
rf0179      7.29426     0.228866     0.163475
rf0242      8.60206     0.751987      0.00000
rf0181      8.60206      1.20972      0.00000
rs1307      7.85007     0.294256     0.326951
rs1280      7.00000      0.00000     0.130780
rf0335      7.29426     0.130781     0.163475
rf0297      7.49043     0.228866     0.228866
rf0596      7.16348     0.130780     0.130781
rf0240      7.78468     0.130781     0.163476
rf0251      7.16348     0.130780     0.261561
rf0190      7.00000      0.00000    0.0653901
rf0268      7.22887     0.196170     0.228866
rf0332      7.55582     0.228866     0.196171
rf0192      7.09809    0.0653901     0.228866
rf0193      7.42504     0.359646     0.326951
rf0195      7.22887     0.196170     0.196171
rf0197      7.00000      0.00000     0.490427
rf0201      7.00000      0.00000    0.0980854
rf0205      7.58851     0.326951     0.555817
rf0622      7.32695     0.130780     0.196171
rf0239      7.81738     0.359646     0.425037
rf0206      7.39234     0.326951     0.196171
rf0339      7.00000      0.00000     0.490427
rf0210      7.19617     0.163476     0.196170
rf0631      7.68660     0.196171     0.130780
rf0342      7.00000      0.00000     0.196171
rf0634      7.00000      0.00000     0.457731
rf0265      7.52312     0.196171     0.228866
rf0343      7.00000      0.00000     0.523122
rf0331      7.35965     0.228866     0.196170
rf0217      7.42504     0.294256     0.196171
rf0244      7.45773     0.326951     0.719293
rf0180      7.22887     0.163476     0.326951
rf0226      7.13078     0.130780     0.228866
rf0280      7.35965    0.0326953     0.261561
rf0300      7.42504     0.261561     0.457731
rf0306      7.35965     0.228866     0.196170
rf0286      8.11163     0.555817     0.490427
rf0271      7.42504     0.228866     0.392341
rf0262      7.13078    0.0653901     0.196171
rf0272      7.65390     0.294256     0.294256
rf0277      7.52312     0.294256     0.523122
rf0235      7.09809    0.0653901     0.196171
rf0003      7.45773     0.261560     0.294256
rf0258      8.60206     0.751987      0.00000
rf0002      7.81738     0.359646     0.555817
rf0312      7.00000      0.00000     0.196171
rf0515      7.26156     0.196171     0.228866
rf0298      7.09809    0.0980854     0.130780
rf0313      8.07894     0.261561     0.359646
rf0642      7.78468     0.228866    0.0980849
rf0299      7.19617     0.163476     0.261560
rf0643      7.85007     0.130781     0.163475
rf0649      7.35965     0.130781     0.163476
rf0646      7.03270    0.0326953     0.261561
rf0001      7.29426     0.130781    0.0980849
rf0650      7.88277     0.228866     0.261561
rf0654      7.26156     0.163476     0.196170
rs1276      7.45773     0.228866     0.457732
rs1300      7.68660     0.326951     0.882768
rf0256      7.39234     0.261561     0.228866
rf0309      8.60206     0.653902      0.00000
rf0653      7.00000      0.00000     0.163476
rf0305      7.13078     0.130780     0.163476
rf0655      7.26156     0.163476     0.163476
rf0308      7.19617     0.163476     0.228866
rf0311      7.35965     0.326951      1.24241
rf0266      7.88277     0.261560     0.228866
rf0627      7.29426     0.130781     0.196170
rf0247      7.45773     0.261560     0.686598
rf0248      8.11163     0.490426     0.490427
rf0585      7.35965     0.163476     0.163476
rf0663      7.55582    0.0980854     0.196171
rf0320      7.35965    0.0653901     0.228866
rf0327      7.00000      0.00000     0.261561
rf0670      7.13078    0.0653901     0.163476
rf0252      7.42504     0.326951     0.228866
rf0253      7.75199     0.588512     0.850073
rf0154      7.49043     0.228866     0.425036
rf0607      7.13078    0.0653901     0.196171
rf0156      7.26156     0.196171     0.196170
rf0630      7.75199     0.228866     0.196171
rf0287      8.53667     0.588511    0.0653906
rf0322      7.22887     0.196170     0.359646
rf0628      8.56937     0.784683    0.0326948
rf0204      7.00000      0.00000     0.490427
rf0257      7.26156    0.0980854     0.130780
rf0685      7.00000      0.00000     0.163476
rf0669      7.00000      0.00000     0.294256
rf0674      7.00000      0.00000     0.130780
rf0680      7.00000      0.00000     0.490427
rf0668      7.75199     0.228866     0.196171
rf0324      7.42504     0.196171    0.0653901
rf0329      7.94816     0.457732     0.621207
rf0683      7.35965    0.0653901     0.228866
rf0661      7.00000      0.00000     0.490427
rf0325      8.60206     0.850073      0.00000
